,Unnamed: 0,count,hate_speech,offensive_language,neither,class,tweet
10050,10323,3,2,1,0,0,"I be sayin I'm done drinkin everyday but then one of my friends hit me up like ""I gotta case"" and only faggots turn down free beer"
10059,10332,3,2,1,0,0,I be waking up on some new shit like fuck that bitch shit
10083,10356,3,2,1,0,0,I bet you think you a no-chill savage huh. Fucking faggot @KILLSemaj
10115,10388,3,2,1,0,0,I can't blow bubbles or whistle. I'm basically retarded.
10121,10394,3,2,1,0,0,I can't fuck a scary hoe.
10122,10395,3,2,1,0,0,I can't fuck any ol bitch niggas be desert dicks out here&#128557;
10176,10450,3,2,1,0,0,I didn't forsake all other bitches for my wife to be getting fucked on by another nigga. and you know she married? you gotta die.
10182,10457,3,3,0,0,0,I do da flow in a temple today fo nuttin. And dat Jew wit the funky hair tell me I subhuman. He tell me I ain't no mo human den a monkey
10258,10536,3,2,1,0,0,I dont even say nigga i say nigger. Im like Chuck Norris. I say the nigger word without checking over my shoulder.
10294,10572,3,2,1,0,0,"I feel sorry for mexican and Asian niggas, they got the worse shaped bitches on earth."
10307,10585,3,2,1,0,0,I forgot how white trash Texarkana was... Well it is arkansas so.... &#128514;
10321,10599,3,2,1,0,0,I fucking hate you niggers bruh... http://t.co/OeTK4f94BO
10437,10715,3,2,1,0,0,I hate all these industry fags. I hope they all get the Nigerian Summer Flu
10450,10728,3,3,0,0,0,I hate dumb bitches
10451,10729,9,7,2,0,0,I hate fat bitches
10472,10750,3,2,1,0,0,"I hate that my mom says she trying to move out here... Like bitch the only reason your ""trying"" is because you don't have a place to live.."
10477,10755,3,3,0,0,0,I hate the ghetto trash at the special school across the street from my building. All of them will grow up to be criminals.
10478,10756,3,3,0,0,0,I hate the white trash cops who raped and murdered my infant daughters and son.
10499,10778,3,2,1,0,0,I hate when black people try and be white so bad ... Your a nigger
10515,10794,3,2,1,0,0,"I hate when people tell me I have to many tattoos, and they make me look ugly. Like bitch fuck you"
10520,10799,3,2,1,0,0,I hate when white trash try to act like they're my equal. It only makes it that much clearer how white trash they are.
10523,10802,3,2,1,0,0,I hate you niccas! Lol http://t.co/NqSYeQhGOZ
10560,10839,3,2,1,0,0,I hope you get eye cancer bitch.
10601,10881,3,2,1,0,0,I just wanna slit this mf throat
10608,10888,3,2,1,0,0,I just want to punch you in the throat when you get my order wrong stupid bitch at sonic
10631,10911,3,3,0,0,0,I know righttt RT @dta_87: I hate fat loud bitches
10644,10924,3,2,1,0,0,I knows y'all white folk only be playin wit me. I colored and I knows my place
10653,10933,3,2,1,0,0,I like Chinese buffets but I hate all the chinks
10669,10949,3,2,1,0,0,I like how niggas try an come at me and im like do it then bitch and they dont do shit. Pussies
10676,10956,3,2,1,0,0,I like taking niggas hoes but I stop doing that &#9995;
10701,10981,3,2,1,0,0,I love all people for who they are but there's this one fag that goes to my school that can catch a ninja star to the face ASAP
10711,10991,3,2,1,0,0,I love fuckin wit people. I be givin greedy ass nigas old as crackers wit expired cheese dey be callin me like&#8221; nigga im shittin likea goose
10764,11045,3,2,0,1,0,I missing something of my ofay friends. Day all scared by da recent happenings. Don't chu worry...ol Lamar say you like da colored folk
10793,11074,3,2,1,0,0,I need to chat with @SpaceJam_Teeg . Where dat nicca at? Lol
10798,11079,3,3,0,0,0,I never had any friends the entire time I lived in #Virginia. No one was cool to me. I hope those white trash Southerners all die.
10819,11100,3,2,1,0,0,I prefer Jameis Winston to not speak on TV at all. Damn coon.
10833,11114,3,2,1,0,0,I really get upset when my lightskin friends have another cute dark skin sidekick..like Im supposed to be the only cute darkie u hang wit &#128545;
10840,11121,3,3,0,0,0,I really just want to kill some towel head terrorists already &#128530; can high school be over now please?
10906,11188,3,2,1,0,0,I still think snap chat for faggots and High Schoolers
10929,11212,3,2,1,0,0,"I swear these anon fags go to protests just to take pictures to post to Twitter. ""Look, I was there...Like me"""
10968,11251,3,2,1,0,0,"I think dat @Miss_Facetious called me a nigger!
What do move away from da dark side mean?"
10972,11255,3,2,1,0,0,I think this nigga retarded G
11070,11355,3,2,1,0,0,"I wasn't calling you a faggot, but you are one lol."
11097,11384,3,2,1,0,0,"I wish faggots like @tyga would stop making music, rack city was fucking awful. Get the fuck outta michigan."
11116,11403,3,2,1,0,0,"I wonder if that Latino strategy is working?@TPM: GOPer doubles down on ""wetbacks"" but backpedals on ""shoot on sight"" http://t.co/QwlPxxsUIb"
11129,11416,3,3,0,0,0,"I would like to apologize to anyone I have called fat, stupid, gay, nigger, jew or retarded. I am truly sorry.... 

JK 

Just trolling

Fags"
11230,11517,3,2,1,0,0,I'm already tired and mr stupid af decides to show us a video on trigonometric notions so um yeah I just wanted to say you're a hoe
11284,11572,3,2,1,0,0,"I'm going to sell my iPhone and both my Macs, I don't support faggots."
11312,11602,3,3,0,0,0,I'm just upset they got faggots on this show
11319,11609,3,2,0,1,0,"I'm literally laughing in shock, amazement, joy. In...just everything. In everything! Pop the champagne American queers. We have arrived."
11345,11636,3,3,0,0,0,"I'm not weird, you're just a faggot"
11346,11637,3,2,1,0,0,I'm obviously not talking about CoD because that game is for queers.
11373,11665,3,2,1,0,0,I'm seeing more &amp; more niggers migrating further up liberty rd... smh
11391,11683,3,3,0,0,0,I'm so sick of u niggers...
11398,11690,3,2,1,0,0,"I'm starting to not like meek, this nig a lil to arrogant for me"
11406,11698,3,2,1,0,0,I'm sure @AFP would add this helpful parenthetical explanation if these were redneck peckerwood teabaggers. https://t.co/zkqg5WfE5R
11531,11824,3,3,0,0,0,"If a spic ever talks to a white person and the white person kills them, it's self defense."
11573,11867,3,3,0,0,0,"If some one isn't an Anglo-Saxon Protestant, they have no right to be alive in the US. None at all, they are foreign filth."
11574,11868,3,3,0,0,0,If someone is part of 'James X' then he's a white trash cultist.
11606,11900,3,2,1,0,0,If yer gonna continue to be a contrarian bitch... go die then. I've no time for such trifling!
11653,11949,3,3,0,0,0,"If you kill all cops and cracker babies, what next?????? Black states, white states, and Latino states? Isn't that moving backwards?"
11666,11962,3,2,1,0,0,"If you say any of the following words the convo is over: nigger, nigga, swag, yolo, fag, retard."
11681,11979,3,2,0,1,0,"If you would have followed George Washington in 1776, it means that you're white trash."
11752,12051,3,2,1,0,0,Im soooooo tired of this dick dyke showing up on my fb feed. Real studs dont fucc niggas. Just be bisexual.
11829,12130,3,2,1,0,0,Ion care fuck that hoe &#9996;&#65039;
11845,12146,3,3,0,0,0,Iont see how some of you niggas fags!!
11862,12164,3,2,1,0,0,Is there a full moon out? #CrazyAssholes out in full force and I'm not talking about muzzies or liberals&#8252;&#65039; And I'm in the mood to oblige.
11893,12197,3,2,0,1,0,"It happens AGAIN!! Black pack beats ""whitey."" This should make national news. http://t.co/izKoA2Xb"
11903,12207,3,2,1,0,0,It really is too bad that #California had faggot marriage forced upon her after her citizens declared it illegal.
11907,12211,3,2,1,0,0,It stinks in here must be then pussy ass niggas talkin shit #tomyfacebro test me
11910,12214,3,2,1,0,0,"It was nice of you to unfollow me, fag"
11924,12228,3,2,1,0,0,It's a lot of Uncle Tom ass niggas out here.
11954,12258,3,2,1,0,0,It's levels to my bitch you can't fuck her nigga cause she like red bottom you can't afford her nigga she got Benz you riding honda accord
11976,12280,3,2,1,0,0,It's so shady when you bitches talk to guys w/ girlfriends that's so disrespectful to do to another girl
11984,12288,3,2,1,0,0,It's this dyke chick cut hair in the barbershop look just like Future
11987,12291,3,2,0,1,0,"It's time to mock ""Halftime in America."" How 'bout ""Wake up America,"" we have radical leftists running the country. http://t.co/9Eyi0K8w"
11990,12294,3,2,1,0,0,It's unbelievable to me that there are Americans who refused to kill the okies. That means all Americans weak willed trash.
12026,12331,3,2,1,0,0,Jai may make an appearance at the party... love that fag
12038,12343,3,2,1,0,0,"Jason admitted you're a stuck up bitch lol, which you are. Think you're so much better than everycunt, naaaaa"
12052,12358,3,2,0,1,0,"Jennifer Lawrence's nudes sooooo trash. Im still smashin though, no doubt"
12086,12395,3,3,0,0,0,Johnny Rebel - If I could be a nigger for a day: http://t.co/JPKdkpbjxh
12087,12396,3,2,1,0,0,Johnny Rebel - Quit your bitchin' nigger!: http://t.co/uCGhrY7zGe
12171,12480,3,3,0,0,0,"Just to get u mad go on your search bar on here and search up ""stupid niggers"" &amp; hop on somebodys head then mention me lol @stonethegreat23"
12176,12485,3,2,1,0,0,"Just watched the scene in zero dark thirty where they pop Osama's bitch ass 
#U #S #A"
12189,12499,3,3,0,0,0,Kanye west is a faggot
12207,12518,3,2,0,1,0,Karmas a bitch and so are you. You'll be getting along just fine real soon.
12225,12536,3,2,1,0,0,Kick dem fucc niccas out da spot
12239,12550,3,2,1,0,0,Kim Kardashian look like a tranny with all that surgery
12244,12555,3,2,1,0,0,"Kip Tokuda, yellow guy working to niggerize the Seattle PD, died. Too bad there's another POS hiding in the wings to replace him."
12254,12565,3,2,1,0,0,Know why the ultimate warrior died? God LOVES fag #toosoon ? He was an anti-gay crusader so a little light jokes are necessary
12295,12606,3,2,1,0,0,LRG ass nigguh
12306,12618,3,2,0,1,0,Lakers are trash right now.
12317,12629,3,2,1,0,0,Late night phone convos with my hoomie that nigga a gook
12344,12656,3,2,1,0,0,Lemme find out that bitch nigga talking shit
12385,12697,3,2,1,0,0,Liberty and justice for all RT @ThatAngryNigga Go get me a sandwich nigger or I'll kill you
12465,12777,3,2,1,0,0,Literally every man in my fam copped a bad white bitch as a wife. I ain't even boutta break da chain. Unless a latina comes around
12473,12785,3,2,1,0,0,Little fucking gook who smells like shit. An than thinking they're the motherfuckin boss. THE FUCK!
12482,12794,3,2,1,0,0,Lmao Lebron's expression says it all RT &#8220;@InkMyHoleBody: This nigga is a fuckin faggot https://t.co/GSGhiZMdmW&#8221;
12485,12797,3,3,0,0,0,Lmao RT @Handsomeesco_55 If u live wit ya girl and u do dishes u a faggot
12496,12808,3,2,1,0,0,Lmao let these hoes be hoes ain't no Savin nem
12512,12824,3,2,1,0,0,Lmao! You niggas regionally picky about hoes now. Just say anything on Twitter. Makes it's fun tho
12526,12838,3,2,1,0,0,Lmaooo RT @Handsomeesco_55 She a tranny if she can open a jar of pickles by herself
12585,12898,3,2,1,0,0,Lol Nicca dime game got soo much clout niccas goin to da store to buy sum dice
12587,12900,3,2,1,0,0,Lol RT @JayFucknHarris: Youuuuu got niggas but I don't got bitches
12624,12938,3,3,0,0,0,Lol you're a cunt liar and I hope you drop dead k :-)
12626,12940,3,2,1,0,0,"Lol, so since I'm from the south I automatically sound like a fucking redneck. Hahahaha how about fuck you, stupid ass."
12641,12955,3,3,0,0,0,"Look at this coon ass nigga here..... Standing on a damn toilet, looking around for his manhood...&#8230; http://t.co/3WyPsnRLu3"
12643,12957,3,3,0,0,0,"Look at this little faggot.
""@Kellz622: Tell her she's beautiful as much as you can. It'll make her smile"""
12688,13003,3,2,1,0,0,"Lynch mob thugs threaten Zimmerman jury; &#8216;N*ggas coming for that bitch ass&#160;jury&#8217; http://t.co/XY6v2YtyAS The hatred won't stop flowing,,#War"
12716,13032,3,2,1,0,0,Man @Fugazi3011. Ducked me like a true hick. Would have split that white trash faggot lid
12722,13038,3,2,1,0,0,Man I swear today's like nation hit tony while he's driving day.... This chink almost smashed into me...
12792,13109,3,2,1,0,0,Mayweather is a pussy hes only winning cus he picks his fight and he picks the nobody fighters . #fightPacquiao @FloydMayweather
12795,13112,3,2,1,0,0,Mcdonalds pipe self defence beating: http://t.co/Gk5wbObJTC This is one nigger who's hand I would shake. That's how you deal with sheboons.
12826,13145,3,3,0,0,0,Members of non-traditional religions are all sub-human trash.
12845,13164,3,2,1,0,0,"Michael Sam being cut further proves that we fags don't belong in football or #NFL, it is a heterosexual sport for heterosexuals."
12858,13177,3,2,1,0,0,Minus all the retarded poor bots.
12906,13225,3,2,0,1,0,Most niccas broke but always n the limelight
12932,13251,3,2,1,0,0,Must have been a light skin hoe &#8220;@CampaignMindy: Lmfao wtf she mean af &#128557;&#128557;&#8220;@TrickingGawd: HE WASNT READY BRUH RIP!! http://t.co/lJRqrdBMfi&#8221;&#8221;
12949,13268,9,5,4,0,0,My advice of the day: If your a tranny.....go fuck your self! http://t.co/W5G2zhZkU6
12962,13281,3,2,1,0,0,My best friend loves Justin beiber what a fag &#128557;&#128514;&#128557; @Cryystalina
13023,13342,3,2,1,0,0,My doctor tonight is such a miserable cunt. Even my nurse is pissed off. She's been here since 7PM and hasn't come to see me once.
13035,13354,6,4,2,0,0,My eyes feel so chink eyed
13070,13390,3,2,1,0,0,My managers a stupid cunt yes I said it
13088,13410,3,3,0,0,0,My neighbors be sick when i wake um up to all this nigger music ctfu
13103,13428,3,2,1,0,0,My nig jus said ain't nuttin worse den a fat loud hoe.tru fuckin story
13206,13531,3,2,1,0,0,Naw RT @BakeGriffin Am I the only one mad that ESPN gonna be talking about faggot ass Penn State all week?
13213,13538,3,2,1,0,0,Need a bitch to drop it down for a niggah
13260,13587,3,2,1,0,0,Next time u gone call a darky a nicca..call dat coon a jungle bunny#Boondocks P.S. I... http://t.co/ug647wUIE4
13291,13619,3,2,1,0,0,Nigga just had them crackers on a chase.
13303,13631,3,2,1,0,0,Niggah niggah niggah don't believe me just wacthh...
13308,13636,3,2,1,0,0,Niggas actin like hoes most of em bitches
13313,13641,3,2,1,0,0,"Niggas are so fucking gay... And they try to cancel it out by saying ""nah were bros it's cool"" nahhhhhaahahahaha you a faggot bruh"
13319,13647,3,2,1,0,0,Niggas be in they feelings when they find out their hoe fuckin another nigga #StopSavinTheseHoes
13328,13656,3,2,1,0,0,Niggas deserve better bitches
13346,13674,3,2,1,0,0,Niggas sleepin with bitches grandmas??? Lmfao maury fake af
13355,13683,3,2,1,0,0,Niggas wear wigs more than bitches these days.
13362,13690,3,2,1,0,0,Niggas/bitches cheat cause mf's always think they gettin played
13382,13712,4,3,1,0,0,"No half-breed spic has any right to say anything to any Anglo ever, and should be killed for doing so."
13394,13725,3,2,0,1,0,No one goes into psychiatry to help people. Those people are all immoral. Everyone who works in that field is pure trash.
13397,13728,3,2,1,0,0,"No police department that hires gypsies, half-breeds, and nigglets should be trusted."
13404,13735,3,2,1,0,0,"No these are only whites pies.
Well do you have any negro pies?"
13413,13744,3,2,1,0,0,"No. Its wrong to try to change #faggots&gt; There is no ""therapy"" so #tcot should understand and sympathize like they are #retards&gt;"
13424,13755,3,2,1,0,0,None of us went to these PRESTIGIOUS establishments so we're clearly not as superior as these fucking retards...
13433,13764,3,2,1,0,0,"Not All Straight Men - I am frustrated. Unlike on OKCupid, queer folks don&#8217;t have the ability to block... http://t.co/hBF2xZa0ke"
13460,13791,3,2,0,1,0,"Not trying to follow any spooks, no offense ..."
13508,13841,3,2,1,0,0,OMG @FrannyHilIson: @pattiemallette ugly faggot. Your a bad mother. You should kill yourself like Robin Williams
13519,13852,3,2,0,1,0,"Obama&#8217;s faves: Muslims, black ghetto trash http://t.co/qTfjRAijwn via @worldnetdaily"
13524,13857,3,2,1,0,0,Of course my #faith for #baseball is off this year. BECAUSE OF #BARRYBONDS you goddamn retards!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! #morons
13572,13906,3,2,1,0,0,Ok. Did this bitch just say wut I think she.said? I believe u just described urself dumbass
13611,13946,3,2,1,0,0,Omg!!! You won't say it to my face! Stupid ass hoes talkin shit!!! Imma whoop her ass!!! *over dramatic teenage girls*
13616,13951,3,2,1,0,0,On UPenn campus all the black chicks here are trash but they're gonna be paid
13660,13995,3,3,0,0,0,Only Americans would hire white trash with ties to international terrorism as police officers.
13669,14005,3,2,1,0,0,Only faggots use white ds's
13670,14006,4,3,1,0,0,"Only fags say ""swag"" shits mad retarded."
13686,14022,3,3,0,0,0,Only retards retweet fuckry
13695,14031,3,2,0,1,0,Only white trash watch football.
13697,14033,3,3,0,0,0,Only white trash would call slants and hindis and moslems their equals.
13698,14034,3,2,1,0,0,"Only word I can understand on #BlackJesus is ""nigger""... Heavily disappointed in this show. AaronMacgruder stuff blows, IMO."
13718,14054,3,2,1,0,0,Or the teach might get u got RT @abstraktalante: I really hate a disrespectful ass bitch in class. The professor is talking you STFU bitch.
13722,14058,3,2,1,0,0,Oregon losing IN OREGON ahhhahahaha faggots
13755,14091,3,2,1,0,0,"Pantera - 5 Minutes Alone http://t.co/SrN5Yc16 @chrisrock 5 minutes, pussy boy..I'll crush you."
13776,14112,3,2,1,0,0,"Peace fags, just remember I'm best Lux support NA. Drop LustBoy pick me and Kakao up TSM."
13781,14117,3,3,0,0,0,Pennsylvania is white trash and is so are all Pennsylvanians.
13782,14118,3,2,1,0,0,People are fucking retarded lol
13790,14126,3,2,1,0,0,People get more and more retarded everyday
13794,14130,3,3,0,0,0,People on this site are fucking retarded sometimes
13799,14135,3,3,0,0,0,"People who enjoy shows like @SouthPark and @FamilyGuyonFOX are douche bags. Usually white trash, too."
13800,14137,3,2,0,1,0,"People who go to church in Hollywood, CA are all white trash filth."
13801,14138,3,2,0,1,0,People who grow their own vegetables are nothing but common peasant trash.
13802,14139,3,2,1,0,0,People who live in #theNetherlands are unwashed trash.
13805,14142,3,2,0,1,0,People who play #roleplayinggames are human filth and don't deserve the same respect you'd give a mosquito. They're soulless gutter trash.
13817,14155,3,2,1,0,0,Phillip Rivers look like he almost wants to call dude a nigger for that bad play
13861,14200,3,3,0,0,0,"Playing to white guilt lasted one last time, whitey felt 'absolved', it ends today. It ends in the fields/suburbs of Pennsylvania."
13879,14218,3,2,1,0,0,"Pop a nigguh, sound like crisco"
13888,14227,3,2,1,0,0,Porch monkey 4 Life
13934,14274,3,2,1,0,0,Punk ass broke faggots.
13974,14314,3,2,1,0,0,"RINO trash like @SpeakerBoehner, @KarlRove, @FrankLuntz see conservatives as the Democrat Party see blacks. As their slave property. #tcot"
13978,14318,3,2,1,0,0,"RT ""@TIMAtheRACER: Wow do we have another faggot? &#8220;@ShinobiCelsius: TIMAtheRACER wow do we have another Cam hater? lol&#8221;""&gt;&gt; dat dude is nice"
13979,14319,3,2,1,0,0,"RT ""@_ThatGAPeach: &amp; alla my niggas hot boys , so don't bring no ice in this bitch &#128130;&#8221;"
14042,14382,3,2,1,0,0,RT @602StrangeAngel: Your Swags off fag sauce
14054,14394,3,2,1,0,0,RT @A1lovely_: At least i say im crazy...some nigga gotta find out a bitch wild when she shooting at they ass &#128514;
14089,14429,6,4,2,0,0,"RT @ASAP_Ford: I hate when a nigga ask me ""Where the hoes?"" .... Nigga idfk !"
14141,14481,3,2,0,1,0,RT @AlfanoLisa: @Chris_1791 @MariaChappelleN Gee isn't cracker a racist term? So tired of these race baiters.
14198,14539,3,2,1,0,0,RT @Annnna_dav69: I hate trailer trash &#128567;
14204,14545,3,3,0,0,0,"RT @AnthonyBialy: Well, Maryland is just a bunch of hateful rednecks, anyway."
14212,14553,3,2,1,0,0,RT @Arbogucci: Brandon Phelps a hoe ass nigga And wen I see him I'ma smack him like da lil bitch he is #300
14217,14558,3,2,1,0,0,RT @AriesSpears: These young cats being drafted in the NBA today are walking lotto tickets! Wait till these niggas find out that pussy come&#8230;
14234,14575,3,2,1,0,0,RT @AssholeOfDaYear: Rudy Gay a faggot for not changing his last name once he got money.
14235,14576,3,3,0,0,0,RT @Asshole_God: Hate fags? The answer's yes.
14251,14592,3,2,1,0,0,RT @AyeeDeb: Ray J is the perfect example of what happens when you give a lame nigga some pussy.
14258,14600,3,2,0,1,0,RT @BALTsneakerShow: Water is wet. RT @202SOLE: Nike DC is trash.
14289,14631,3,2,1,0,0,RT @BadNewsAli: Look at ya boy @Quanb24 RT @DrydenNeal: Nigga a faggot RT @So_Leaux: Bruh RT @worstrapIyrics: Chance The Rapper http://t.co&#8230;
14334,14677,3,2,0,1,0,"RT @Beaadawgg: Why do the trashiest, really ghetto girls always get the most likes and comments on insta? Boys up and down their pictures a&#8230;"
14350,14693,3,2,0,1,0,"RT @BenjaminNorton: Remember the ""yellow badge"" Nazis used? 
Israel is making Muslim women carry a yellow badge order to pray in Al-Aqsa.
h&#8230;"
14364,14707,3,2,1,0,0,"RT @Bidenshairplugs: Anybody who trashes their own neighborhood after a perceived injustice is a fucking moron. 

#Ferguson"
14417,14760,3,2,1,0,0,RT @BlakeAnderson21: @weston_diamond @sleezy_jeezy @justinmiculka01 not about to shoot this pussy! Ima beat his face into the asphalt t ...
14491,14839,3,3,0,0,0,RT @BroganWebber: Beyonc&#233; is trash.
14527,14875,3,2,1,0,0,RT @Buckm00se: chava needs to stay in his lane and keep sending gyro to hell you dont want it with the big boys you dirt infest ass beaner
14528,14876,3,2,1,0,0,RT @Buckm00se: if i dont get drafted for the squad we gonna have some problems drop the faggot jesus
14529,14878,3,2,0,1,0,RT @Buckm00se: kill this beaner
14561,14910,3,2,1,0,0,RT @CHlLDHOODRUINER: who else hated this bitch nigga ?? http://t.co/8jwGmV4Yet
14566,14915,3,2,1,0,0,"RT @C_Phil_13: Man... I was trying to eat &#128555; ""@kylegotjokes: ""Nigga you said it was bitches out here, I showed up for nothin!"" http://t.co/u&#8230;"
14591,14940,3,2,1,0,0,RT @Cancerous_Kevin: @TimRossComedy @Michael_Craig12 I feel like Tim Ross is a nigger
14601,14951,3,2,0,1,0,RT @Carlozxivir: @VocaToaster ching chong
14669,15019,3,2,1,0,0,RT @CheyenneWright_: @villasenor_30 it means you're a faggot lol
14675,15026,3,2,1,0,0,RT @ChiefKeef: Dat bitch Katy Perry Can Suck Skin Off Of my Dick
14686,15038,3,2,1,0,0,"RT @ChingonAbe: &#8220;@staycoolwheels: @mjs79 well he is at Genos. So he is the ultimate faggot&#8221;
@elmaestro1 got to show this queer how to eat &#8230;"
14701,15053,3,2,1,0,0,RT @Chvntre: sometimes I wanna upper cut this bitch but I don't know if she's special ed or not
14709,15061,3,2,1,0,0,RT @ClassicBray: Lmaoo RT @PacDaGoat: That's a legal tackle faggot RT @PP_Rich_Hill: Seriously? http://t.co/guMZewrpy3
14728,15080,3,2,1,0,0,"RT @CloutGod: Horrible rapper #1 Tyga - Most trash rapper ever ""She want a yellow nigga, corn on the cob"" I smacked my mom when I heard him&#8230;"
14760,15114,3,3,0,0,0,RT @Comp10Tx: Lowkey called that faggot a faggot.
14769,15123,3,2,1,0,0,"RT @Coolie_GBE300: It's 2014 &amp; you niggas still runnin round sayin ""Yall don't eat pussy"". Y'all must be suckin dick."
14779,15133,3,2,1,0,0,RT @Cougar745III: this girl comes into class with fried chicken and pulls hot sauce out of her purse i mean come on how ghetto &amp; Stereotypi&#8230;
14807,15162,3,2,1,0,0,RT @CuhCuhCraig: Is that Kawhi Leonard? Smh RT &#8220;@iDntWearCondoms: Wow u really gonna leak ou.. Nvm RT @MsJoseline: Ion need I fuc nig http:&#8230;
14838,15194,3,2,1,0,0,"RT @Cuzimdaddy_: !!! @5feet_0inches is dis wrong??? ""@_100d: If you fuck wit a lame nigga you a lame bitch"""
14845,15201,3,2,1,0,0,RT @D9Rize: @TerrorFranchise @D9Oxy Stfu faggot a clip is 4+ holy fucking tittyy shit
14880,15236,3,2,1,0,0,RT @DRNRDX: @BrandonFxrd you're not safe pussy boy looooool http://t.co/TocJ1WxRYK
14900,15256,9,4,3,2,0,"RT @DaTbOySmOkEyy: Shawty said you not gone understand america unless you went to a PWI school, crackers already brainwashed her smh lol"
14972,15328,3,2,1,0,0,"RT @DefendWallSt: ...wow? RT @1SleepingGiant: Whatever! Fuck all those assholes. They're niggers, they all look alike to me."
14973,15329,6,5,1,0,0,RT @DefendWallSt: Tell me how you really feel. RT @1SleepingGiant: those little #ISIS faggots usually have bags over their heads anyway.
14984,15340,3,3,0,0,0,RT @DessantiGina: @TonyJRodriguez @WolfVanHalen so tony I think yr a rude little cunt and too too young to even know what real rock and rol&#8230;
14985,15341,6,3,1,2,0,RT @DestroTheNoble: I don't support that ya idiot. And if I'm a teabagger you're being teabagged. #OpenWide @nekolin @1SleepingGiant
15009,15365,3,2,1,0,0,RT @DivaMonRoe2uHoE: Niggas always wanna talk about how God is against gays.. What about that pussy you was eating last night? Ain't God ag&#8230;
15055,15412,3,2,0,1,0,RT @Drizz_LakerKing: Horrible RT @YeIIowbang: Invader Zim was trash
15087,15444,3,2,1,0,0,RT @ERlKTweets: what the fuck is this disgusting nigger from the movie captain phillips doing on the red carpet for the oscars what the fuc&#8230;
15093,15451,6,4,2,0,0,RT @EarlyLegend: I don't fuck with these hoes &amp; I don't fuck with niggas that's fuckin these hoes
15120,15478,3,2,1,0,0,RT @ErikCochrane: @tonydecola &#128514;&#128514; my nig
15137,15495,3,2,1,0,0,"RT @ExquiZiteBeauty: &#128584;&#128584;&#128584; RT @iDocLyfe: Gave her that ""move it lil nigger"" push smh.. http://t.co/eYbWLVukim"
15140,15498,3,2,1,0,0,RT @FAAMMoverALL: This nigguh Chris Paul
15153,15511,3,3,0,0,0,"RT @FaZeDedo: To the rejects who constantly call my house and are threatening to rape my mom, karma's a bitch. Rot in hell, faggots."
15175,15533,3,2,1,0,0,RT @FeelinYurTHROAT: Don't watch me you beta watch your bitch nigga!
15185,15543,3,3,0,0,0,RT @FemsHaveBallz: You can no longer run a business n America unless it's deemed acceptable by 1 political group of retards known as democr&#8230;
15197,15555,3,2,1,0,0,"RT @Fit4LifeMike: @Whitecholo23 @chanelisabeth true i need to sleep to make them Gainz bruh!! So all the hoes stay Mirin ;p 
Alright, later&#8230;"
15269,15629,3,3,0,0,0,RT @Fucking_Garza: I wanna sleep but I'm outside with this nigger lol trying to hang him
15272,15632,3,2,0,1,0,RT @FunSizedYogi: @TheBlackVoice well how else will white ppl get us to forget our horrific past other than to paint a pretty picture of ho&#8230;
15289,15649,3,2,1,0,0,RT @FunnyPicsDepot: White trash warfare pt 3 https://t.co/zboIyjnfl9 &#128514;&#128514;&#128514;
15293,15653,3,3,0,0,0,RT @FunnyPicsDepot: pussy ass nigga http://t.co/lXONrmTQTK
15308,15668,3,2,1,0,0,RT @GMB_Ace: I'm a Get Money nigga So da hoes Love me
15372,15735,3,2,1,0,0,RT @GottaLuvLexci_: &#128557;&#128557;&#128557;&#128557;&#128557; RT @MyHips_DntLie: Tight pants and loud colors!!! You look like a fag! &#128557;
15420,15783,3,2,1,0,0,RT @HG_Shit: Mfs still in the same spot as 3yrs ago. Beefing with the same nighas. Sleeping with the same hoes. Eating from the same restau&#8230;
15453,15816,3,3,0,0,0,RT @HeidiL_RN: Fuck Islam you pigfucking trash troll. @ItsJustMe7o7 @MzKeriEvans @ctbauza
15501,15865,3,2,1,0,0,"RT @HoboKarl: While the men will often be rambling and retarded, the women will appear trashy and tipsy, lawless and lustful http://t.co/A5&#8230;"
15516,15881,3,2,1,0,0,"RT @Honey_GotBunns: @1stBlocJeremiah lmfaoo NEVER I be Dolo , I dont got no niggas, &amp; for my old hoes FUCK ALL THEM &#128074;&#128514;&#128514;&#128514;"
15522,15887,3,2,1,0,0,RT @Hoodrichnick: Why ya niggas be gassin these wack ass bitches ? &#128553;&#128553;
15550,15915,3,2,1,0,0,RT @Hype: African colored car I push niggerous whips
15556,15921,3,2,1,0,0,"RT @IAmNiaRich: Nigga screamed like a Lil bitch lol 

https://t.co/b1qBnDPxdv"
15642,16008,3,2,1,0,0,RT @Im_Thirst: That nigger made the shit out of my coffee.
15645,16011,3,2,1,0,0,RT @ImaLAGirl: Pillow talking too yo hoe hating on a nigga fuck around loose ya hoe like that &#128175;
15653,16019,3,3,0,0,0,RT @InfidelAlie: Yay for America &amp; Israel... we put in more Jew Hating muslim trash into our government! pathetic &amp; sickening
15654,16020,3,2,1,0,0,RT @InkMyHoleBody: This nigga is a fuckin faggot https://t.co/e3m6tujnhF
15658,16024,9,7,2,0,0,RT @Isa__Lopez: @D_Lo520 but you're still a faggot
15659,16025,3,3,0,0,0,RT @IsaidNick: niggers are so ignorant http://t.co/P9jDdVsRVb
